学号,院系,专业,班级,性别,年级,B1,B2,G1,G2,G3,G,班级排名,院系排名
176304121,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.7708,0.0575,4.0,2.8283,1.0,2.69698,27,15
176304127,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.7396,0.0525,4.0,2.7921,1.0,2.67526,28,17
176304116,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.7,0.0375,4.0,2.7375,1.0,2.6425,29,18
176304152,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.9167,0.05,4.0,1.9667,3.3,2.64002,30,37
176304105,计算机工程学院,计算机应用技术,17计算机应用技术1,女,2017,2.5146,0.05,4.0,2.5646,1.5,2.63876,31,23
176304108,计算机工程学院,计算机应用技术,17计算机应用技术1,女,2017,1.8667,0.0525,4.0,1.9192,3.3,2.61152,32,39
176304107,计算机工程学院,计算机应用技术,17计算机应用技术1,女,2017,1.9365,0.05,4.0,1.9865,3.0,2.5919,33,36
176304113,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.1792,0.05,4.0,2.2292,2.0,2.53752,34,32
176304136,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.3896,0.0525,4.0,2.4421,1.0,2.46526,35,29
176304117,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.2141,0.05,4.0,2.2641,1.5,2.45846,36,31
176304126,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.1958,0.03333,4.0,2.22913,1.5,2.437478,37,33
176304124,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,2.125,0.045,4.0,2.17,1.0,2.302,38,34
176304118,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.925,0.03,4.0,1.955,1.5,2.273,39,38
176304119,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.6771,0.05,4.0,1.7271,2.0,2.23626,40,43
176304123,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.6958,0.0425,4.0,1.7383,1.5,2.14298,41,42
176304139,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.8417,0.05,4.0,1.8917,1.0,2.13502,42,40
176304130,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.2708,0.05,4.0,1.3208,2.7,2.13248,43,50
176304142,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.775,0.0375,4.0,1.8125,1.0,2.0875,44,41
176304128,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.1051,0.05,4.0,1.1551,2.7,2.03306,45,52
176304120,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.4288,0.05,4.0,1.4788,1.5,1.98728,46,48
135306316,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.1613,0.05,4.0,1.2113,2.3,1.98678,47,51
176304132,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.5038,0.025,4.0,1.5288,1.0,1.91728,48,45
176304122,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.4521,0.0575,4.0,1.5096,1.0,1.90576,49,46
176304133,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.4521,0.05,4.0,1.5021,1.0,1.90126,50,47
176304137,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.3046,0.025,4.0,1.3296,1.0,1.79776,51,49
176304148,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.6125,0.0375,3.0,1.65,1.0,1.79,52,44
176304134,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,1.0885,0.05,4.0,1.1385,1.0,1.6831,53,53
176304129,计算机工程学院,计算机应用技术,17计算机应用技术1,男,2017,0.8904,0.05,4.0,0.9404,1.0,1.56424,54,54
176305107,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,3.4689,0.05,4.0,3.5189,2.7,3.45134,1,1
176305105,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.8933,0.05,4.0,2.9433,4.0,3.36598,2,7
176305142,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,3.1533,0.055,4.0,3.2083,3.0,3.32498,3,3
176305110,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,3.3711,0.05,4.0,3.4211,2.3,3.31266,4,2
176305121,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,3.1067,0.05,4.0,3.1567,3.0,3.29402,5,4
176305136,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,2.7644,0.05,4.0,2.8144,4.0,3.28864,6,9
176305131,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,3.0511,0.05,4.0,3.1011,3.0,3.26066,7,5
176305106,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.9444,0.05,4.0,2.9944,2.3,3.05664,8,6
176305103,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.8889,0.05,4.0,2.9389,2.3,3.02334,9,8
176305127,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,2.2489,0.0525,4.0,2.3014,4.0,2.98084,10,17
176305108,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.6667,0.05,4.0,2.7167,2.7,2.97002,11,14
176305101,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.68,0.05,4.0,2.73,2.3,2.898,12,13
176305102,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.76,0.05,4.0,2.81,2.0,2.886,13,10
176305120,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.7556,0.05,4.0,2.8056,1.5,2.78336,14,11
176305111,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.7044,0.05,4.0,2.7544,1.5,2.75264,15,12
176305104,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.6022,0.05,4.0,2.6522,1.5,2.69132,16,15
176305134,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,2.3311,0.05,4.0,2.3811,2.0,2.62866,17,16
176305130,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.8867,0.0525,4.0,1.9392,3.3,2.62352,18,22
176305115,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,1.88,0.05,4.0,1.93,3.0,2.558,19,23
176305114,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,2.0067,0.05,4.0,2.0567,2.3,2.49402,20,19
176305118,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,1.6022,0.05,4.0,1.6522,3.3,2.45132,21,34
176305119,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,1.7311,0.05,4.0,1.7811,2.7,2.40866,22,27
176305144,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.9578,0.05,4.0,2.0078,1.5,2.30468,23,20
176305141,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.6089,0.05,4.0,1.6589,2.3,2.25534,24,33
176305132,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,2.0311,0.05,4.0,2.0811,1.0,2.24866,25,18
176305124,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.9222,0.05,4.0,1.9722,1.0,2.18332,26,21
176305140,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.7156,0.054,4.0,1.7696,1.5,2.16176,27,28
176305117,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,1.4933,0.05,4.0,1.5433,2.0,2.12598,28,36
176305113,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,1.64,0.05,4.0,1.69,1.5,2.114,29,32
176305145,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.7889,0.05,4.0,1.8389,1.0,2.10334,30,24
176305146,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.78,0.05,4.0,1.83,1.0,2.098,31,25
176305109,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),女,2017,1.5822,0.05,4.0,1.6322,1.5,2.07932,32,35
176305123,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.7556,0.0375,4.0,1.7931,1.0,2.07586,33,26
176305138,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.7067,0.05,4.0,1.7567,1.0,2.05402,34,29
176305126,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.7041,0.05,4.0,1.7541,1.0,2.05246,35,30
176305122,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.6978,0.035,4.0,1.7328,1.0,2.03968,36,31
176305128,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,0.9244,0.04833,4.0,0.97273,2.3,1.843638,37,41
176305133,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.349,0.025,4.0,1.374,1.0,1.8244,38,37
176305129,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,0.9556,0.054,4.0,1.0096,1.5,1.70576,39,39
176305137,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,0.9373,0.04667,4.0,0.98397,1.5,1.690382,40,40
176305143,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,1.049,0.05,4.0,1.099,1.0,1.6594,41,38
176305125,计算机工程学院,计算机应用技术(对口),17计算机应用技术2(对),男,2017,0.7528,0.03333,4.0,0.78613,1.0,1.471678,42,42
176305235,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,3.7089,0.06,4.0,3.7689,4.0,3.86134,1,1
176305234,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,3.6911,0.0575,4.0,3.7486,4.0,3.84916,2,2
176305205,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.6422,0.05,4.0,3.6922,4.0,3.81532,3,3
176305211,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.5956,0.05,4.0,3.6456,4.0,3.78736,4,4
176305207,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.4844,0.05,4.0,3.5344,4.0,3.72064,5,5
176305203,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.3711,0.065,4.0,3.4361,4.0,3.66166,6,6
176305220,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.1889,0.05,4.0,3.2389,4.0,3.54334,7,9
176305227,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,3.1467,0.05,4.0,3.1967,4.0,3.51802,8,10
176305210,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.3333,0.05,4.0,3.3833,3.3,3.48998,9,7
176305224,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,3.3289,0.05,4.0,3.3789,3.0,3.42734,10,8
176305204,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.9644,0.05,4.0,3.0144,4.0,3.40864,11,12
176305215,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,3.0867,0.05,4.0,3.1367,2.7,3.22202,12,11
176305201,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.64,0.05,4.0,2.69,3.7,3.154,13,16
176305212,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.5244,0.05,4.0,2.5744,4.0,3.14464,14,20
176305233,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.9311,0.0525,4.0,2.9836,2.7,3.13016,15,13
176305232,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.5689,0.04,4.0,2.6089,3.7,3.10534,16,18
176305214,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.8778,0.05,4.0,2.9278,2.7,3.09668,17,14
176305223,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.8067,0.0575,4.0,2.8642,2.7,3.05852,18,15
176305238,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.6044,0.05,4.0,2.6544,2.7,2.93264,19,17
176305202,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.2444,0.05,4.0,2.2944,3.7,2.91664,20,28
176305209,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.1667,0.05,4.0,2.2167,3.7,2.87002,21,29
176305240,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.3,0.05,4.0,2.35,3.0,2.81,22,25
176305218,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.3644,0.05,4.0,2.4144,2.7,2.78864,23,22
176305219,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.3356,0.0575,4.0,2.3931,2.7,2.77586,24,23
176305245,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.5444,0.05,4.0,2.5944,2.0,2.75664,25,19
176305213,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.3089,0.05,4.0,2.3589,2.7,2.75534,26,24
176305241,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.2578,0.05,4.0,2.3078,2.7,2.72468,27,26
176305217,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.3756,0.05,4.0,2.4256,2.3,2.71536,28,21
176305239,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.88,0.05,4.0,1.93,3.7,2.698,29,36
176305244,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.2489,0.0475,4.0,2.2964,2.3,2.63784,30,27
176305216,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),女,2017,2.1089,0.05,4.0,2.1589,2.7,2.63534,31,30
176305229,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,2.0578,0.05,4.0,2.1078,2.7,2.60468,32,31
176305242,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.8956,0.05,4.0,1.9456,2.7,2.50736,33,33
176305237,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.5333,0.04,4.0,1.5733,3.7,2.48398,34,39
176305228,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.9022,0.05,4.0,1.9522,2.0,2.37132,35,32
176305230,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.8933,0.05,4.0,1.9433,2.0,2.36598,36,34
176305222,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.8911,0.05,4.0,1.9411,2.0,2.36466,37,35
176305225,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.7844,0.05,4.0,1.8344,2.0,2.30064,38,37
156302137,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.383,0.05,4.0,1.433,3.0,2.2598,39,40
176305231,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.6533,0.04,4.0,1.6933,2.0,2.21598,40,38
176301143,计算机工程学院,软件技术,17软件技术1,男,2017,3.2,0.05,4.0,3.25,4.0,3.55,1,6
176301105,计算机工程学院,软件技术,17软件技术1,女,2017,3.1596,0.05,4.0,3.2096,4.0,3.52576,2,7
176301124,计算机工程学院,软件技术,17软件技术1,男,2017,3.1404,0.05,4.0,3.1904,4.0,3.51424,3,8
176301133,计算机工程学院,软件技术,17软件技术1,男,2017,3.0442,0.02,4.0,3.0642,4.0,3.43852,4,12
176301107,计算机工程学院,软件技术,17软件技术1,女,2017,3.0673,0.05,4.0,3.1173,3.7,3.41038,5,10
176301123,计算机工程学院,软件技术,17软件技术1,男,2017,2.8673,0.05,4.0,2.9173,4.0,3.35038,6,14
176301102,计算机工程学院,软件技术,17软件技术1,女,2017,3.4673,0.05,4.0,3.5173,2.0,3.31038,7,1
176301128,计算机工程学院,软件技术,17软件技术1,男,2017,3.1096,0.05,4.0,3.1596,3.0,3.29576,8,9
176301103,计算机工程学院,软件技术,17软件技术1,女,2017,3.4596,0.05,4.0,3.5096,1.0,3.10576,9,2
176301116,计算机工程学院,软件技术,17软件技术1,男,2017,3.0173,0.05,4.0,3.0673,2.3,3.10038,10,11
176301101,计算机工程学院,软件技术,17软件技术1,女,2017,3.2827,0.05,4.0,3.3327,1.5,3.09962,11,3
176301114,计算机工程学院,软件技术,17软件技术1,男,2017,2.9808,0.05,4.0,3.0308,2.3,3.07848,12,13
176301104,计算机工程学院,软件技术,17软件技术1,女,2017,3.2346,0.05,4.0,3.2846,1.5,3.07076,13,5
176301142,计算机工程学院,软件技术,17软件技术1,男,2017,2.6308,0.06,4.0,2.6908,3.0,3.01448,14,19
176301111,计算机工程学院,软件技术,17软件技术1,女,2017,2.6154,0.0575,4.0,2.6729,3.0,3.00374,15,20
176301137,计算机工程学院,软件技术,17软件技术1,男,2017,3.2788,0.05,4.0,3.3288,1.0,2.99728,16,4
176301145,计算机工程学院,软件技术,17软件技术1,男,2017,2.0692,0.05,4.0,2.1192,4.0,2.87152,17,37
176301106,计算机工程学院,软件技术,17软件技术1,女,2017,2.7231,0.05,4.0,2.7731,2.0,2.86386,18,17
176301108,计算机工程学院,软件技术,17软件技术1,女,2017,2.6077,0.05,4.0,2.6577,2.3,2.85462,19,21
176301141,计算机工程学院,软件技术,17软件技术1,男,2017,2.7942,0.05,4.0,2.8442,1.5,2.80652,20,15
176301118,计算机工程学院,软件技术,17软件技术1,男,2017,1.8308,0.05,4.0,1.8808,4.0,2.72848,21,42
176301120,计算机工程学院,软件技术,17软件技术1,男,2017,2.4962,0.05,4.0,2.5462,2.0,2.72772,22,25
176301135,计算机工程学院,软件技术,17软件技术1,男,2017,2.7808,0.05,4.0,2.8308,1.0,2.69848,23,16
176301127,计算机工程学院,软件技术,17软件技术1,男,2017,2.4212,0.05,4.0,2.4712,2.0,2.68272,24,26
176301125,计算机工程学院,软件技术,17软件技术1,男,2017,2.5673,0.03333,4.0,2.60063,1.5,2.660378,25,23
176301129,计算机工程学院,软件技术,17软件技术1,男,2017,2.5481,0.05,4.0,2.5981,1.5,2.65886,26,24
176301112,计算机工程学院,软件技术,17软件技术1,女,2017,2.6942,0.0525,4.0,2.7467,1.0,2.64802,27,18
176301146,计算机工程学院,软件技术,17软件技术1,男,2017,2.0115,0.05,4.0,2.0615,3.0,2.6369,28,40
176301110,计算机工程学院,软件技术,17软件技术1,女,2017,2.2873,0.04,4.0,2.3273,2.0,2.59638,29,32
176301109,计算机工程学院,软件技术,17软件技术1,女,2017,2.5788,0.0575,4.0,2.6363,1.0,2.58178,30,22
176301121,计算机工程学院,软件技术,17软件技术1,男,2017,2.1423,0.05,4.0,2.1923,2.3,2.57538,31,35
176301136,计算机工程学院,软件技术,17软件技术1,男,2017,2.3923,0.0525,4.0,2.4448,1.5,2.56688,32,27
176301117,计算机工程学院,软件技术,17软件技术1,男,2017,2.375,0.05,4.0,2.425,1.5,2.555,33,28
176301115,计算机工程学院,软件技术,17软件技术1,男,2017,2.1962,0.03889,4.0,2.23509,1.5,2.441054,34,34
176301140,计算机工程学院,软件技术,17软件技术1,男,2017,2.3365,0.05,4.0,2.3865,1.0,2.4319,35,29
176301139,计算机工程学院,软件技术,17软件技术1,男,2017,2.3327,0.05,4.0,2.3827,1.0,2.42962,36,30
176301147,计算机工程学院,软件技术,17软件技术1,男,2017,2.3058,0.05,4.0,2.3558,1.0,2.41348,37,31
176301126,计算机工程学院,软件技术,17软件技术1,男,2017,2.2327,0.06,4.0,2.2927,1.0,2.37562,38,33
176301122,计算机工程学院,软件技术,17软件技术1,男,2017,2.0404,0.05,4.0,2.0904,1.5,2.35424,39,38
176301138,计算机工程学院,软件技术,17软件技术1,男,2017,2.125,0.05,4.0,2.175,1.0,2.305,40,36
176301144,计算机工程学院,软件技术,17软件技术1,男,2017,1.6308,0.04286,4.0,1.67366,2.3,2.264196,41,45
176301113,计算机工程学院,软件技术,17软件技术1,男,2017,2.0299,0.05,4.0,2.0799,1.0,2.24794,42,39
176301131,计算机工程学院,软件技术,17软件技术1,男,2017,1.9788,0.05333,4.0,2.03213,1.0,2.219278,43,41
176301119,计算机工程学院,软件技术,17软件技术1,男,2017,1.8077,0.05,4.0,1.8577,1.5,2.21462,44,43
176301130,计算机工程学院,软件技术,17软件技术1,男,2017,1.675,0.04,4.0,1.715,1.0,2.029,45,44
176301134,计算机工程学院,软件技术,17软件技术1,男,2017,0.4981,,4.0,0.4981,1.0,1.29886,46,46
176301222,计算机工程学院,软件技术,17软件技术2,男,2017,3.5635,0.05,4.0,3.6135,4.0,3.7681,1,1
176301226,计算机工程学院,软件技术,17软件技术2,男,2017,3.2596,0.05,4.0,3.3096,4.0,3.58576,2,7
176301203,计算机工程学院,软件技术,17软件技术2,女,2017,3.3615,0.05,4.0,3.4115,3.0,3.4469,3,3
176305225,计算机工程学院,计算机应用技术(对口),17计算机应用技术3(对),男,2017,1.7844,0.05,4.0,1.8344,2.0,2.30064,38,37
176301239,计算机工程学院,软件技术,17软件技术2,男,2017,2.9981,0.05,4.0,3.0481,3.7,3.36886,4,12
176301206,计算机工程学院,软件技术,17软件技术2,女,2017,2.9058,0.05,4.0,2.9558,3.7,3.31348,5,14
176301224,计算机工程学院,软件技术,17软件技术2,男,2017,3.2962,0.05,4.0,3.3462,2.3,3.26772,6,4
176301202,计算机工程学院,软件技术,17软件技术2,女,2017,3.2885,0.05,4.0,3.3385,2.3,3.2631,7,5
176301228,计算机工程学院,软件技术,17软件技术2,男,2017,2.7135,0.05,4.0,2.7635,4.0,3.2581,8,17
176301223,计算机工程学院,软件技术,17软件技术2,男,2017,3.1096,0.03333,4.0,3.14293,2.7,3.225758,9,10
176301204,计算机工程学院,软件技术,17软件技术2,女,2017,3.2231,0.05,4.0,3.2731,2.3,3.22386,10,8
176301201,计算机工程学院,软件技术,17软件技术2,女,2017,3.4519,0.05,4.0,3.5019,1.5,3.20114,11,2
176301209,计算机工程学院,软件技术,17软件技术2,女,2017,3.0846,0.05,4.0,3.1346,2.3,3.14076,12,11
176301243,计算机工程学院,软件技术,17软件技术2,男,2017,2.5981,0.05,4.0,2.6481,3.7,3.12886,13,21
176301205,计算机工程学院,软件技术,17软件技术2,女,2017,3.2731,0.05,4.0,3.3231,1.5,3.09386,14,6
176301241,计算机工程学院,软件技术,17软件技术2,男,2017,2.4692,0.05,4.0,2.5192,3.3,2.97152,15,27
176301207,计算机工程学院,软件技术,17软件技术2,女,2017,3.1462,0.05,4.0,3.1962,1.0,2.91772,16,9
176301235,计算机工程学院,软件技术,17软件技术2,男,2017,2.9596,0.05,4.0,3.0096,1.5,2.90576,17,13
176301231,计算机工程学院,软件技术,17软件技术2,男,2017,2.6769,0.05,4.0,2.7269,2.3,2.89614,18,18
176301238,计算机工程学院,软件技术,17软件技术2,男,2017,2.4904,0.04667,4.0,2.53707,2.7,2.862242,19,26
176301211,计算机工程学院,软件技术,17软件技术2,女,2017,2.8692,0.05,4.0,2.9192,1.5,2.85152,20,15
176301210,计算机工程学院,软件技术,17软件技术2,女,2017,2.8423,0.05,4.0,2.8923,1.5,2.83538,21,16
176301230,计算机工程学院,软件技术,17软件技术2,男,2017,2.6654,0.05,4.0,2.7154,1.5,2.72924,22,19
176301242,计算机工程学院,软件技术,17软件技术2,男,2017,2.2269,0.051,4.0,2.2779,2.7,2.70674,23,33
176301234,计算机工程学院,软件技术,17软件技术2,男,2017,2.6038,0.05,4.0,2.6538,1.5,2.69228,24,20
176301244,计算机工程学院,软件技术,17软件技术2,男,2017,2.45,0.03333,4.0,2.48333,2.0,2.689998,25,28
176301225,计算机工程学院,软件技术,17软件技术2,男,2017,2.5635,0.05,4.0,2.6135,1.5,2.6681,26,22
176301212,计算机工程学院,软件技术,17软件技术2,女,2017,2.5635,0.0375,4.0,2.601,1.5,2.6606,27,23
176301232,计算机工程学院,软件技术,17软件技术2,男,2017,1.9981,0.05,4.0,2.0481,3.0,2.62886,28,36
176301208,计算机工程学院,软件技术,17软件技术2,女,2017,2.5333,0.04,4.0,2.5733,1.0,2.54398,29,24
176301233,计算机工程学院,软件技术,17软件技术2,男,2017,2.5192,0.05,4.0,2.5692,1.0,2.54152,30,25
176301218,计算机工程学院,软件技术,17软件技术2,男,2017,2.3385,0.05,4.0,2.3885,1.5,2.5331,31,31
176301245,计算机工程学院,软件技术,17软件技术2,男,2017,2.1423,0.05,4.0,2.1923,2.0,2.51538,32,34
176301227,计算机工程学院,软件技术,17软件技术2,男,2017,2.2731,0.03333,4.0,2.30643,1.5,2.483858,33,32
176301216,计算机工程学院,软件技术,17软件技术2,男,2017,2.3904,0.05,4.0,2.4404,1.0,2.46424,34,29
176301217,计算机工程学院,软件技术,17软件技术2,男,2017,2.3423,0.05,4.0,2.3923,1.0,2.43538,35,30
176301221,计算机工程学院,软件技术,17软件技术2,男,2017,2.0673,0.05,4.0,2.1173,1.5,2.37038,36,35
176301237,计算机工程学院,软件技术,17软件技术2,男,2017,1.9846,0.03333,4.0,2.01793,1.5,2.310758,37,37
176301229,计算机工程学院,软件技术,17软件技术2,男,2017,1.9538,0.0375,4.0,1.9913,1.5,2.29478,38,38
176301236,计算机工程学院,软件技术,17软件技术2,男,2017,1.9346,0.04667,4.0,1.98127,1.5,2.288762,39,39
176301246,计算机工程学院,软件技术,17软件技术2,男,2017,1.8173,0.05,4.0,1.8673,1.5,2.22038,40,40
176301219,计算机工程学院,软件技术,17软件技术2,男,2017,1.7495,0.0425,4.0,1.792,1.5,2.1752,41,42
176301215,计算机工程学院,软件技术,17软件技术2,男,2017,1.8231,0.03333,4.0,1.85643,1.0,2.113858,42,41
176301213,计算机工程学院,软件技术,17软件技术2,男,2017,1.3857,0.05,4.0,1.4357,1.5,1.96142,43,43
176301220,计算机工程学院,软件技术,17软件技术2,男,2017,1.1548,0.05,4.0,1.2048,1.5,1.82288,44,44
176301214,计算机工程学院,软件技术,17软件技术2,男,2017,1.131,0.05,4.0,1.181,1.0,1.7086,45,45
176301338,计算机工程学院,软件技术,17软件技术3,男,2017,3.525,0.05,4.0,3.575,3.3,3.605,1,1
176301301,计算机工程学院,软件技术,17软件技术3,女,2017,3.2058,0.05,4.0,3.2558,4.0,3.55348,2,3
176301345,计算机工程学院,软件技术,17软件技术3,男,2017,3.2538,0.05,4.0,3.3038,3.7,3.52228,3,2
176301312,计算机工程学院,软件技术,17软件技术3,男,2017,3.1615,0.05,4.0,3.2115,3.7,3.4669,4,4
176301313,计算机工程学院,软件技术,17软件技术3,男,2017,3.0962,0.05,4.0,3.1462,3.7,3.42772,5,6
176301325,计算机工程学院,软件技术,17软件技术3,男,2017,3.0192,0.05,4.0,3.0692,3.7,3.38152,6,9
176301302,计算机工程学院,软件技术,17软件技术3,女,2017,3.1121,0.05,4.0,3.1621,3.0,3.29726,7,5
176301323,计算机工程学院,软件技术,17软件技术3,男,2017,2.7712,0.05,4.0,2.8212,4.0,3.29272,8,16
176301309,计算机工程学院,软件技术,17软件技术3,女,2017,2.9115,0.05,4.0,2.9615,3.3,3.2369,9,12
176301303,计算机工程学院,软件技术,17软件技术3,女,2017,2.9981,0.05,4.0,3.0481,3.0,3.22886,10,11
176301316,计算机工程学院,软件技术,17软件技术3,男,2017,2.5962,0.05,4.0,2.6462,4.0,3.18772,11,21
176301310,计算机工程学院,软件技术,17软件技术3,女,2017,2.8038,0.05,4.0,2.8538,3.3,3.17228,12,15
