city,local,total_price,unit_price,layout,area,floor,time,title
上海,静安,1320,128305,2室2厅,102.88,24,2021-03-08,税少满五，必看好房，朝南两房，交通便利
南京,雨花台,390,36085,3室1厅,108.08,18,2021-03-27,新上必看三房 居家装修拎包入住  中高好楼层
成都,简阳,99.8,7469,3室2厅,133.62,19,2021-03-28,罄和家园 3室2厅 南
北京,朝阳,585,61366,2室1厅,95.33,4,2020-03-04,珠江罗马嘉园西区两居 满五年名下一套 正对小区花园
上海,宝山,258,43325,2室1厅,59.55,6,2021-03-15,总价低＋采光好＋通风好＋户型＋业主诚心出售
上海,浦东,248,66631,1室1厅,37.22,6,2021-03-17,昌五小区 楼层好 小区中间位置有钥匙 诚意出售
南京,秦淮,188,32353,2室1厅,58.11,5,2020-08-26,交通便利地铁口 中山陵景区 双南户型采光好
上海,闵行,488,53645,2室2厅,90.97,6,2021-03-25,品质小区 一楼接地气，南北两房
南京,江宁,185,20928,3室1厅,88.4,24,2021-01-31,经典三房 简单装修 采光充足 配套完善 交通便利
苏州,高新,230,24692,3室1厅,93.15,18,2020-12-29,南山柠檬城二期精装修大三房不靠高铁
成都,双流,115,13896,3室2厅,82.76,14,2021-03-16,空港星品地装修小套三，带家具家电出售
上海,浦东,470,73484,2室1厅,63.96,6,2021-04-01,可看可签 满五 精装 双轨地铁7+13 配套成熟 诚意出售
苏州,昆山,175,14744,3室2厅,118.7,6,2021-03-29,花苑新村（花桥） 3室2厅 南
北京,通州,500,46621,3室1厅,107.25,6,2021-03-25,水仙园 新上低楼层3居，南北通透，满五唯一，优质房源
南京,栖霞,172,19546,3室1厅,88,18,2021-03-27,好楼层东边户，明厨明卫，总价低
北京,丰台,270,66015,1室1厅,40.9,6,2021-02-02,六里桥北里，正规一居室，户型方正，采光好
成都,龙泉驿,243,19388,4室2厅,125.34,34,2021-01-17,世茂城三期精装套四带大阳台对中庭
成都,温江,99.8,11089,3室1厅,90,5,2021-03-18,顶跃带花园套三，精装修，视野开阔，采光好
成都,高新,195,19471,3室1厅,100.15,37,2021-03-17,清水跃层套三，诚心出售，满五
上海,浦东,420,38746,3室2厅,108.4,18,2021-01-22,精装修品质三房，业主自住看房方便
上海,松江,275,30556,2室1厅,90,15,2021-01-05,开发商精装  经典复式房，户型好，双南房，采光很好
成都,高新,117.2,16625,2室1厅,70.5,15,2021-01-21,一环边电梯套二，满五年、装修好
北京,通州,486,53325,2室1厅,91.14,27,2021-03-24,此房可观人工湖，看环球影城，户型方正，卫生间有窗户
成都,龙泉驿,23.95,6906,1室0厅,34.68,18,2020-04-13,金巴黎 精装温馨套一带全套家具家电
上海,闵行,162,32073,1室1厅,50.51,4,2021-01-31,此房满五年，中间楼层，户型朝南，诚意出售
南京,江宁,144,16552,2室2厅,87,18,2021-03-11,奥南滨江精装婚房，楼层好，采光刺眼，满两年，诚心卖
北京,海淀,608,68732,2室1厅,88.46,28,2021-03-09,水木天成东北向高楼层两居，诚心出售
苏州,吴中,163.5,22900,2室1厅,71.4,27,2021-03-11,此房两房朝南、大阳台、精装修、保养好、无遮挡
北京,海淀,700,115398,1室1厅,60.66,17,2021-03-18,晨月园高层视野好，带飘窗一居室
成都,郫都,76,8551,2室1厅,88.88,18,2021-01-19,房子满5年，户型方正。不临街位置安静
苏州,昆山,115,14361,2室1厅,80.08,26,2021-03-24,房东急售.裕花园精装大两房.看房随时看
成都,武侯,98.6,13695,2室1厅,72,7,2020-05-14,地铁口套二对中庭安静不临街拎包入住看房有钥匙
成都,双流,92,11326,2室2厅,81.23,6,2021-03-20,学府嘉苑 2室2厅 东
成都,成华,172,23244,3室1厅,74,31,2021-03-29,次新房小区，东郊记忆龙湖天街旁，安静不吵临河临公
上海,长宁,1100,128310,2室2厅,85.73,17,2021-03-29,业主诚意出售，产权清晰，交易便利，不靠马路
成都,高新,160,19306,2室2厅,82.88,11,2021-03-21,高新中和地铁口中间楼层套二出售
成都,武侯,77,16167,1室0厅,47.63,11,2020-11-10,此房对小区里面 安静居家 目前空置，看房方便
成都,青羊,205,25457,3室2厅,80.53,6,2021-03-19,泡小西区带花园朝南对中庭标准套三总价低
北京,丰台,787,63756,2室1厅,123.44,16,2021-01-23,南三环草桥恋日花都  2居室通透 满五唯一楼下地铁
南京,秦淮,358,63849,3室1厅,56.07,6,2021-03-10,94年房龄 中间楼层 南北通透 大露台 20万装修
苏州,相城,229,23855,4室2厅,96,34,2020-07-21,万科北宸之光 精装4房边户 品质小区 环境优美采光好
成都,天府新区,200,24373,2室2厅,82.06,34,2020-11-07,通透套二，户型方正两面采光，前后中庭位置安静
上海,浦东,620,70057,2室2厅,88.5,17,2021-03-16,18号线地铁+品质+景观好+税费少+业主急卖
苏州,吴中,256,26948,3室2厅,95,33,2020-12-23,急！尹山湖清水毛坯 急售 看房有钥匙 价格可谈
南京,江宁,292,30266,3室2厅,96.48,32,2021-03-14,中海房企精装修带地暖好楼层采光无遮挡
南京,江宁,188,21481,3室2厅,87.52,33,2020-12-12,二期 视野开阔 采光炸裂 新空未入住 满两年 店长推荐
苏州,吴中,260,27415,3室1厅,94.84,34,2021-03-19,湖景房，安静舒适，满两年 随时可看
上海,静安,575,73417,2室1厅,78.32,15,2021-03-14,7号线地铁口，不沿街！一手动迁税费低！近大融城
上海,普陀,365,117553,1室1厅,31.05,6,2021-03-28,内环内，交通便利，配套成熟，满五税费少
南京,建邺,205,63214,2室1厅,32.43,7,2020-10-20,秦淮河畔  精装  满五唯一  电梯房
上海,静安,880,137029,2室1厅,64.22,24,2021-02-24,售后公房+业主诚意出售+静安寺
成都,郫都,75,8754,2室1厅,85.68,11,2021-03-06,电梯房，中间楼层，大套二，房东诚心！
北京,东城,918,100813,3室1厅,91.06,14,2020-06-17,户型方正，南北通透，两梯四户，看房方便
上海,闵行,990,88134,3室2厅,112.33,11,2021-03-12,万科城花 临河位置，景观高区 精装飞机户型
上海,徐汇,1380,134346,2室2厅,102.72,22,2021-03-09,满五wei一，center位置全明户型正对花园 双轨交地铁口
成都,温江,105.8,8479,3室2厅,124.78,16,2021-02-25,漫城清水大套三，可任意装修，中间楼层采光好
上海,徐汇,420,98338,1室1厅,42.71,16,2021-02-24,徐家汇 地铁站旁边 朝南电梯一房 诚意出售
北京,西城,1288,167056,3室1厅,77.1,6,2018-08-08,马甸南村 南北通透 全明格局 满五年唯一 安静不临街
南京,建邺,260,35500,3室2厅,73.24,6,2021-03-21,总价低 南苑 南湖 小三房 东边户 中间楼层 业主诚心卖
苏州,昆山,304,22245,3室2厅,136.66,17,2021-03-12,上海公馆136平大三房，仅售305万，精装修，好楼层
成都,武侯,165,18490,3室2厅,89.24,22,2021-03-16,套三shuangwei是能够保证一家人其乐融融的
上海,浦东,145,25070,1室1厅,57.84,13,2021-04-01,临港新城，书院一号，一房带装修有电梯，诚意出售
上海,浦东,260,37282,2室2厅,69.74,6,2020-12-31,地铁700米 菜市场，医院，公元都在范围内 精装一年
北京,大兴,293,56641,1室1厅,51.73,11,2021-03-10,巧克力城南向一居室一层养宠物  满五唯一  出入方便
上海,杨浦,358,60617,2室1厅,59.06,6,2021-03-07,双南 满五 售后公房 税费少 随时看房
南京,浦口,192,21769,3室2厅,88.2,18,2020-11-12,天润城第十二街区经典小三房急售
上海,青浦,387,43294,3室2厅,89.39,8,2021-01-14,泰禾红桥三房两厅两卫，洋房好楼层，
成都,双流,122,13517,2室2厅,90.26,18,2021-03-07,弗客城，大套二带阳台，采光好不临街
南京,秦淮,145,23666,2室1厅,61.27,8,2020-10-25,此房满五不唯一，视野开阔。交通便利，配套成熟
成都,高新,107,18822,2室1厅,56.85,25,2020-09-03,华宜铂仕公馆小套二 满五 视野好 诚心出售
苏州,相城,216,25427,3室2厅,84.95,9,2021-03-28,万科品质洋房小高层带电梯一梯两户低密度舒适性高
南京,建邺,368,36153,2室1厅,101.79,17,2021-03-08,省二中医院南湖春晓嘉怡苑满五年电梯2房采光足
南京,建邺,194,31545,2室1厅,61.5,7,2021-03-23,云锦路地铁口，户型好，满五唯一，近万达金鹰盒马
成都,锦江,158,28880,2室1厅,54.71,4,2020-08-25,优质小套二，  自住装修 ， 通风好！
成都,金牛,108,14317,2室1厅,75.44,19,2021-03-30,套二 户型方正 中间楼层 采光好
成都,高新,285,30985,3室2厅,91.98,33,2021-03-13,高新区中德英伦联邦B区套三双卫房
成都,青白江,31,5847,1室2厅,53.02,6,2020-12-29,标准套一带电梯 长流河步道公园旁 成熟小区
成都,双流,95,10242,2室2厅,92.76,6,2021-03-20,花样年，2楼简装套二出售，对中庭，通透户型
北京,房山,350,39818,2室1厅,87.9,8,2020-09-29,新里程55号院 中间楼层 全南两居 诚意出售
苏州,昆山,125,13939,3室2厅,89.68,27,2021-03-25,店长力荐，优质小区 房东自住精装房急售 家具家电全留
成都,双流,53.6,10868,1室1厅,49.32,15,2020-07-10,套一卧室带阳台，满两年， 低楼层不临街
上海,浦东,435,65453,2室1厅,66.46,6,2021-02-18,⭐️新丨边套全明丨满五年丨6/14号
上海,宝山,558,51648,3室2厅,108.04,18,2021-02-27,满五唯，一，门口位置，南北通透，业主诚意出售
上海,宝山,710,76616,3室2厅,92.67,18,2021-03-28,此房满五唯 一 南北通户型 精装修有地暖 保养很好
北京,丰台,950,68647,3室2厅,138.39,6,2021-03-20,世华水岸B区南北通透不临街中间楼层花园洋房
南京,鼓楼,260,48184,2室2厅,53.96,18,2020-11-08,四号线龙江地铁口 江景房 跃层使用面积大
南京,栖霞,310,34844,3室2厅,88.97,27,2020-09-13,新城三房 精装未住  看房方便有钥匙
南京,鼓楼,699,78346,2室1厅,89.22,18,2021-01-31,辰龙绿苑经典大两房采光刺眼房东急售不占唯一
上海,徐汇,532,82379,2室1厅,64.58,6,2021-03-11,"滨江板块此房满五年唯yi，业主置换诚意出售,可看可签"
上海,长宁,548,77118,3室1厅,71.06,18,2021-01-03,内环内高区电梯房，全明户型，近地铁，商圈配套成熟
苏州,昆山,182,20589,2室1厅,88.4,18,2020-11-11,晶彩两房，房东诚心出售，楼层好，采光好
上海,浦东,246,40322,2室1厅,61.01,6,2021-03-22,此房满五年，1梯2户，采光好，户型方正，93年
苏州,吴中,193.8,20192,3室2厅,95.98,30,2020-06-14,清水毛坯高楼层采光视野棒随时可看房
苏州,工业园区,680,50438,4室2厅,134.82,11,2021-03-24,新上东城郡四房 带大阳台 不靠南施街 精装保养很好
上海,奉贤,308,21211,3室2厅,145.21,6,2020-12-06,新南家园 大三房 三房两厅两卫 精装修 诚心出售
上海,松江,369,40328,3室2厅,91.5,8,2021-01-25,电梯中层双阳台+全明户型视野无遮挡+满五年
北京,通州,660,49152,3室2厅,134.28,11,2021-03-14,南北通透三居室 商品房  中间层 采光没遮挡
成都,郫都,118,12138,3室2厅,97.22,32,2021-02-23,此房满五年，套三装修房，客厅朝东南，采光视野好
上海,宝山,336,52215,2室1厅,64.35,6,2021-03-20,精装小两房，配套成熟，全明户型
成都,郫都,57,9543,2室2厅,59.73,18,2020-11-08,满5年，诚心卖，有钥匙，随时可以看房
上海,浦东,505,64744,2室1厅,78,17,2021-03-07,杨思前滩+一手动迁+精装修+拎包入住
北京,亦庄开发区,580,56758,2室1厅,102.19,7,2021-03-28,听涛雅苑 两居室 中高楼层 带电梯 采光好 户型方正
苏州,吴中,223,24833,3室1厅,89.8,24,2021-03-31,小石城三房省税，楼层位置佳，采光无影响，诚心出售
上海,奉贤,137,18529,2室1厅,73.94,6,2021-03-12,近地铁五号线+满五税费少+全明户型+精装修
苏州,高新,168,21790,2室2厅,77.1,28,2021-03-27,婚装两房 即将满五无个税 随时可看 家电全留拎包入住
成都,高新,303,33916,2室1厅,89.34,18,2021-03-20,高新地铁口 满五年 对中庭 通透套二 诚心卖
上海,宝山,800,68996,3室2厅,115.95,18,2021-03-08,看房方便，电梯3房，名下一套房，小区中位置
苏州,昆山,176,21574,2室1厅,81.58,31,2020-08-02,棕榈湾，好楼层满两年少税，有租客提前约好看房
上海,浦东,445,61849,2室1厅,71.95,6,2021-03-10,户型方正+南北正通+满五年+诚意出售
苏州,相城,163,18280,3室2厅,89.17,25,2020-01-12,刚需必选 三房一步到位 楼层居中 采光超好
上海,浦东,384,42525,2室2厅,90.3,11,2021-01-13,电梯房，18号线航头站，商品房小区
成都,龙泉驿,61,8691,2室1厅,70.19,6,2021-03-24,航天片区方正大套二，看房方便，房东诚心出售
成都,双流,155,17269,3室1厅,89.76,23,2021-03-24,圣菲TOWN中庭小套三房 朝南中间位置中间楼层 独门独户
上海,浦东,480,82916,2室1厅,57.89,6,2021-03-19,近7号线  满五税少  南北两房  可拎包入住
成都,成华,175,19966,3室1厅,87.65,32,2020-10-30,富临理宫 标准套三户型 双地铁7/8号线 对小区中庭
成都,武侯,495,27631,4室2厅,179.15,21,2021-03-21,桐梓林欧城 安静看中庭 装修保养不错 带大阳台
成都,武侯,120,13281,3室2厅,90.36,7,2021-03-25,店长推荐：武侯二环精装套三，通透户型配套成熟，安静
成都,温江,136.5,14604,3室1厅,93.47,25,2021-02-28,标准套三 精装修 户型方正 满五年 直接入住
成都,金牛,128,14475,3室1厅,88.43,18,2020-08-03,标准小套三，对中庭+采光好，无遮挡视野开阔
成都,郫都,85,11586,2室2厅,73.37,31,2021-03-30,满五年，精装套二，西郡二期看河
苏州,相城,200,13634,3室1厅,146.7,11,2021-03-14,湖岸明珠  146平  3房2卫 急卖 急卖  随时过户有产证
南京,江宁,206,30496,2室1厅,67.55,27,2020-09-08,满五唯一，安静舒适，出行S1就在门口
成都,双流,195,21521,4室2厅,90.61,32,2020-09-04,房子精装修，采光视野好，安静不临街，产权满二
成都,成华,170,17656,3室1厅,96.29,18,2021-03-20,阳光舜苑套三带平台，房东诚心出售
北京,海淀,388,66702,2室1厅,58.17,6,2021-03-01,满五年唯一，权属清晰，可以给换房时效
上海,浦东,352,58628,2室1厅,60.04,6,2021-03-21,诚意出售，近地铁，生活配套齐全
上海,普陀,670,67814,3室1厅,98.8,18,2021-03-24,海鑫公寓 3室1厅 南
南京,秦淮,289,68533,2室1厅,42.17,6,2021-03-13,满五年，带院子，生活交通便利，诚心出售！
北京,朝阳,1390,83821,3室2厅,165.83,7,2021-03-25,宝星华庭 次顶层三居 装修很好 业主诚意出售
苏州,工业园区,398,45748,3室2厅,87,9,2020-11-12,澳韵花园通透三房，诚意出售，户型方正
成都,温江,106,14851,2室1厅,71.38,32,2021-03-25,标准套二，居家精装修，保养好，诚心卖
苏州,工业园区,339,39789,2室1厅,85.2,20,2020-12-22,满两年免增值税，诚意出售，配套齐全，采光没有影响
上海,普陀,985,100603,2室2厅,97.91,32,2021-03-20,近3/4/7号线+电梯两房+品质小区
上海,浦东,235,76225,1室0厅,30.83,6,2021-03-29,塘桥小区 1室0厅 南
苏州,工业园区,487,42908,3室2厅,113.5,25,2021-02-21,水墨 精装修3房 全明户型 看房方便
南京,玄武,375,31780,3室2厅,118,11,2020-04-12,新玄武片区 交通便利 诚心出售
成都,郫都,128.5,17038,3室2厅,75.42,34,2020-06-11,华润套三双卫，客厅带阳台，安静不吵
成都,新都,112,12301,3室2厅,91.05,26,2021-03-26,天府香城印象套三户型，进门带入户改套四双卫拎包入住
成都,双流,125,18903,2室1厅,66.13,26,2020-10-01,精装套二  交通便利  生活配套齐全
南京,浦口,200,23411,3室2厅,85.43,11,2020-05-13,此房300米处是地铁3号线天润城地铁站，坐地铁方便
上海,闵行,343,65484,2室1厅,52.38,6,2021-03-27,实用两房+精装修拎包入住+10号线沿线+万象城爱琴海
上海,长宁,1800,100559,3室2厅,179,31,2021-03-22,路易皇冠座  东边套全明  高区采光视野好 诚售
成都,成华,118,17631,2室1厅,66.93,33,2021-03-29,锦绣东方一期 2室1厅 西
上海,徐汇,1500,133655,2室2厅,112.23,34,2021-03-24,安静位置+南北户型+近万体公园+无个税
上海,松江,1070,52819,4室2厅,202.58,11,2020-08-29,九亭低密度小区 大平层 精装修带地暖4房  拎包入住
成都,高新,104,13821,3室1厅,75.25,6,2021-03-08,店长推荐：中间楼层，纯中庭，安静不吵
南京,秦淮,195,29849,2室1厅,65.33,6,2020-12-11,满五年 两居室 有钥匙 诚心出售 产权清晰
成都,郫都,77.6,11192,2室1厅,69.34,30,2020-08-26,蜀 都 万 达 精 装 套 二+拎 包 入 住
成都,武侯,235,20647,3室2厅,113.82,18,2021-03-26,户型方正，标准套三，朝南采光好
成都,高新,360,17978,3室1厅,200.25,32,2021-01-15,天鹅湖花园清水房，朝东看湖，视野开阔
苏州,姑苏,158,24665,2室1厅,64.06,6,2021-03-29,汽车南站旁 精装两房朝南 有车库 2002年房 看房方便
上海,松江,1089,39807,3室3厅,273.57,3,2021-01-15,近莘庄，南花园，联排东边套，满五年首套，ViP房源
苏州,工业园区,450,46093,2室2厅,97.63,17,2021-03-08,欧洲城 2室2厅 南
苏州,相城,215,27550,2室1厅,78.04,6,2021-03-10,客厅南北向，一楼带花园，位置好，满五年诚心卖！
上海,徐汇,738,80603,3室1厅,91.56,6,2021-02-18,神仙位置 满五税少  中间楼层   少有三房   看房方便
苏州,吴中,225,20251,3室2厅,111.11,6,2021-02-22,金枫美地好房 没遮挡视野辽阔 户型方正住的舒服
成都,成华,265,30012,3室1厅,88.3,32,2021-03-27,华润二十四城二期 3室1厅 东南
苏州,昆山,255,18364,3室2厅,138.86,28,2021-03-26,世茂东壹号 3室2厅 南
苏州,昆山,149,13546,3室2厅,110,6,2021-03-23,舜江碧水豪园 精装大三房 南北户型 拎包即住可议价
苏州,高新,205,24861,3室2厅,82.46,26,2021-03-20,玺悦精装3房，满两年，房东自住保养好
成都,武侯,83,12262,2室1厅,67.69,6,2021-01-06,二环边，红牌楼地铁口标准套二
成都,成华,142,19723,3室2厅,72,33,2021-03-20,蓝光COCO国际有房出售 看房方便 提前预约基本可看
上海,静安,909,104616,1室2厅,86.89,38,2021-03-20,品质小区，高区全南双阳台，精装修拎包入住
南京,江宁,150,13662,3室2厅,109.8,26,2021-03-28,翠屏城东边户，采光好毛坯可自主装修，楼栋位置好
成都,金牛,84.5,11525,2室2厅,73.32,6,2021-03-23,中环路洞子口泉水南苑套二出售中楼层
成都,双流,169,15213,3室2厅,111.09,12,2021-03-03,地铁980米，新双城套三，房东诚心出售
上海,虹口,390,70742,1室1厅,55.13,8,2021-03-27,新上房源+带有大露台+精装修+满五年V一+诚意出售
苏州,昆山,168,19091,3室2厅,88,34,2021-04-01,房东诚信出售小三房，有钥匙看房不跳价
成都,崇州,50,6082,3室2厅,82.21,5,2021-03-11,天庆街 套三单卫 简装房 出入方便 停车方便 物业费低
成都,青羊,304,35362,3室2厅,85.97,36,2021-03-14,琴台府刚需小套三 高楼层视野宽阔无遮挡
苏州,吴江,245,21262,3室2厅,115.23,6,2020-11-27,此房楼层好，采光无遮挡，得房面积多，视野开阔
成都,青羊,280,26911,3室2厅,104.05,25,2021-03-20,内金沙，09年园林绿化小区，人车分流，位子优越
北京,昌平,555,54253,2室1厅,102.3,20,2021-03-22,新龙城 精装两居两卫 满五唯一 无抵押
北京,房山,225,27765,2室1厅,81.04,20,2021-03-26,天恒乐活城南向电梯两居室，业主诚意出售，看房方便
上海,虹口,239,59795,1室1厅,39.97,6,2020-12-06,配花园+精装修+好楼层+有采光+地铁三号线+价格可谈
苏州,相城,88,19465,1室1厅,45.21,4,2021-03-28,欧之韵  复式住宅  民用水电通燃气  满五唯一税少
苏州,昆山,107.2,11688,2室2厅,91.72,6,2020-05-02,江南春提好房出售，房东换房，诚心出售，看房方便
北京,丰台,528,77636,1室1厅,68.01,19,2021-02-28,此房满五年唯一，东南朝向精装修一居室，居住舒适
苏州,高新,565,39789,4室2厅,142,11,2020-04-15,景瑞4房2卫，精装修，科技住宅，四季恒温
成都,温江,230,14004,4室2厅,164.24,22,2020-11-22,出行方便，户型方正，居住方便舒适
北京,朝阳,530,68814,2室1厅,77.02,24,2021-03-15,光明桥东，2008年商品房，大客厅，落地窗，满五年唯一
北京,朝阳,620,67767,2室1厅,91.49,27,2021-03-25,国美第一城3号院 高层两居 满五唯一 全落地窗
北京,朝阳,410,49915,2室1厅,82.14,22,2020-11-16,富力又一城B区两居  满五年唯一 精装商品房
北京,大兴,348,37496,2室1厅,92.81,6,2021-03-24,四环外 公园社区 房子临公园一排 南北通透 无遮挡
上海,宝山,549,79716,1室2厅,68.87,10,2021-03-22,电梯洋房 别墅社区  精装修 可拎包入住
南京,建邺,640,77379,2室2厅,82.71,11,2020-05-24,万达华府 紧俏南北通透东边户 新城双本 精装如新
苏州,昆山,350,24476,4室2厅,143,33,2021-03-26,昆城景苑 4室2厅 南 北
北京,西城,950,133427,2室1厅,71.2,24,2021-03-28,裕中西里 16平客厅大两居室 满五年唯一 有钥匙
上海,嘉定,269,30691,3室2厅,87.65,26,2020-11-17,南北边套户型，户型正气，次新小区，离安亭地铁站近
上海,虹口,1420,135393,2室2厅,104.88,31,2021-03-21,高区全南+少见两房两厅两卫+有车位+精装+诚意出售
苏州,昆山,41,6588,1室1厅,62.24,21,2020-11-12,好楼层  视野宽阔  精装可拎包入住  亦以租养贷
成都,武侯,166,16898,3室2厅,98.24,12,2021-03-07,标准套三户型，电梯小高层，视野采光好
北京,东城,540,125933,1室1厅,42.88,6,2021-04-03,此房满五公 房，户口可以迁出，主卧带阳台，朝南
北京,朝阳,980,90641,3室1厅,108.12,6,2021-02-26,安贞里 满五唯一 中间层大三居 管理好 南北全明格局
上海,静安,1616,100149,3室2厅,161.36,24,2020-07-03,百年南京路+四轨交汇+ZY空调+地暖+雕塑公园+满五~
南京,鼓楼,229,39012,2室1厅,58.7,7,2021-03-20,婚装房 家具家电全留 3楼 小区出新 满树海棠花间树
北京,海淀,1780,119192,3室1厅,149.34,26,2020-06-04,太阳园采光好的三居，随时来看，急售，通车库
苏州,相城,280,29228,3室2厅,95.8,21,2021-03-18,活力岛 邻繁花 精装三居室朝南 孙武纪念园站 看房方便
苏州,昆山,150,21457,2室2厅,69.91,34,2021-03-24,紧靠上海 满二税低 楼层好采光无遮挡 看房方便
南京,浦口,192,22546,2室2厅,85.16,33,2021-02-02,满两年 20多W精装 中高楼层 换房诚售  看房有钥匙
北京,朝阳,436,45033,3室2厅,96.82,20,2019-05-23,翠成馨园E区+满五唯一+商品房+首付170万+三居室
上海,浦东,560,99822,1室1厅,56.1,27,2021-03-11,已核验备案+一手动迁+11/18双轨交通+配套齐全
南京,浦口,264,28388,2室1厅,93,18,2020-12-16,户型格局通透 中部楼层 采光佳 视野好 
南京,秦淮,180,35357,2室1厅,50.91,6,2020-12-19,南部新城 洪家园 楼层好，采光好，双南两房，满五唯一
成都,青羊,125,29070,1室1厅,43,6,2021-03-23,百花西路 标准套一 中间楼层 采光好
南京,秦淮,185,31952,2室1厅,57.9,6,2020-06-02,秦虹洪家园版块宇秦园小区低楼层小两房
上海,嘉定,630,51513,3室2厅,122.3,15,2021-03-12,小朋友你是否有很多问号，这套房子怎么这么好
上海,浦东,417,87901,2室1厅,47.44,6,2021-01-14,闹中取静，看房方便。采光不受影响，自住舒适
上海,杨浦,850,84552,2室2厅,100.53,6,2021-02-18,店长推荐好房、邻黄兴公园、2000年房龄、一梯两户
苏州,昆山,151,16797,2室2厅,89.9,33,2021-02-06,精致婚房装修15万 全新家具家电拎包即住 景观楼层好
成都,成华,115,12753,3室1厅,90.18,17,2021-03-29,东润豪庭套三精装急售，套三双卫
北京,海淀,687,77883,2室1厅,88.21,10,2021-03-13,清缘东里商品房小区 满五唯一 户型方正 得房率86.14%
上海,杨浦,388,57851,2室1厅,67.07,5,2021-02-20,店长推荐：双南两房，居家装修，视野开阔，采光佳
成都,温江,109,13081,2室1厅,83.33,33,2021-03-18,朝阳时代西锦 2室1厅 南
苏州,工业园区,808,53642,4室2厅,150.63,26,2021-03-12,铂悦犀湖，精装高层，因业主换房，诚意出售
上海,宝山,622,68390,2室2厅,90.95,18,2020-12-30,近3/18号线地铁，买进价高，税费少户型正气，看房方便
上海,浦东,495,63814,2室2厅,77.57,14,2021-03-15,商品小两房、满五年税费少、自住保养，看房预约
南京,浦口,178,20362,2室2厅,87.42,11,2021-03-28,威尼斯水城第七街区  通透两房  满五唯一  欢迎鉴赏
南京,浦口,179,23556,2室1厅,75.99,18,2021-02-23,居家装修，满两年，朝南，视野无遮挡
南京,建邺,353,48974,2室2厅,72.08,8,2021-03-17,电梯2房 精装修 满2年 不临街 中间层 采光好
苏州,昆山,138.5,11395,3室2厅,121.55,6,2021-03-28,枫情佳苑大三房业主诚心出售随时可签约
北京,通州,430,47577,2室1厅,90.38,11,2021-03-26,房子是满五唯一 板楼通透二居 诚心卖 随时可以签约
成都,龙泉驿,99.9,18338,2室1厅,54.48,27,2020-05-03,世茂城二期 精装两房  视野好 满两年 诚心出售
上海,嘉定,290,33503,2室2厅,86.56,23,2021-03-10,近地铁位置好，无遮挡，毛坯房，可按照自己风格装修
南京,鼓楼,362,54404,2室1厅,66.54,7,2021-03-08,宁工二村精装修 满五唯一 双南双北 业主诚心出售
北京,朝阳,485,54342,2室2厅,89.25,11,2021-03-24,电梯板楼，南北通透两居室，诚意出售
苏州,相城,248,28838,3室2厅,86,25,2020-10-22,中海珑湾 毛坯三房 业主诚心出售 看房方便
上海,闵行,325,41161,2室2厅,78.96,14,2021-03-23,急！急！急！原始动迁税费少，南北通，近地铁，采光佳
上海,徐汇,620,87128,2室1厅,71.16,6,2021-03-26,满五+一手动迁+中间楼层+中间位置+双南户型
成都,成华,54.8,10683,1室1厅,51.3,18,2021-03-30,华裕路9号次新小区标准套一出售
成都,龙泉驿,136,17790,2室1厅,76.45,34,2021-04-01,果壳里的城 2室1厅 西南
上海,嘉定,460,57811,2室2厅,79.57,18,2020-09-06,大虹桥板块两房，带车位，配套地铁教育资源丰富齐全
成都,龙泉驿,165,17910,3室2厅,92.13,34,2021-03-13,居家装修，视野开阔，采光好，中楼层
上海,浦东,1100,87867,3室2厅,125.19,28,2021-01-09,陆家嘴黄浦江畔+京城大厦精装3房+看房方便
成都,金牛,61,18424,2室1厅,33.11,22,2020-12-26,锦西国际跃层套二+有装修+朝南不临街
上海,闵行,520,66378,3室1厅,78.34,6,2021-02-19,满五税费少，中间楼层，位置好，业主诚意出售
上海,松江,498,55414,2室2厅,89.87,18,2021-03-30,店长推荐二期位置 自住精装修两房  视野好   近万达
成都,锦江,176,20554,3室2厅,85.63,40,2021-03-20,鑫苑名家精装套二变套三 拎包入住
成都,青羊,280,30024,2室2厅,93.26,33,2021-03-27,中间楼层，清水套二双卫，明厨明卫，双阳台
上海,浦东,460,69931,2室1厅,65.78,6,2021-03-27,非顶楼+满五+售后公房+税费少
成都,双流,106,14797,2室1厅,71.64,18,2021-04-02,久居福标准套二卧室带书房客厅带阳台高楼层视野开阔
苏州,姑苏,260,27572,3室2厅,94.3,5,2020-04-25,此房楼层好，满五唯一，省税，配套齐全
苏州,工业园区,479.5,49200,2室2厅,97.46,11,2021-03-02,恒温住宅 小区前排视野好 中间楼层
上海,浦东,1598,111437,3室2厅,143.4,18,2021-02-18,香梅花园高品质小区，位置安静，有大花园，满五年税少
南京,江宁,230,26692,2室2厅,86.17,5,2021-02-01,楼层好 户型方正 得房率高 满两年 业主诚意卖
成都,成华,106,17967,2室1厅,59,34,2021-02-03,中环外侧 海滨公园旁 品质次新房 朝南 视野好 领地
成都,青羊,180,23870,3室2厅,75.41,20,2021-03-21,长虹精装小三室  采光好 视野开阔  风格温馨 保养好
苏州,姑苏,222,27588,3室1厅,80.47,6,2021-03-25,人民路旁 带院子院子开门 光线无遮挡 看房随时
上海,浦东,750,54447,3室2厅,137.75,17,2021-02-24,幸福小镇新上好房，有些房子可以让您居住一辈子！
